Catalog,Opus,Number,Peters,Date,Ensemble,Label,Issue,Notes
020_6,20,6,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
020_6,20,6,2,2010,Auryn-Quartett,Tacet,187,
020_6,20,6,2,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_6,20,6,2,2017,Chiaroscuro Quartet,BIS,BIS-2168,
020_6,20,6,2,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_6,20,6,2,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_6,20,6,2,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_6,20,6,2,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_6,20,6,2,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_6,20,6,2,1978,Juilliard String Quartet,Columbia,M3 34593,
020_6,20,6,2,1994,Kocianovo kvarteto,Orfeo,C 313 201 A,
020_6,20,6,2,1993,Kodály Vonósnégyes,Naxos,8.550702,
020_6,20,6,2,1968,Koeckert-Quartett,Deutsche Grammophon,139 187,
020_6,20,6,2,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1706-2,
020_6,20,6,2,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_6,20,6,2,1999,Lindsay String Quartet,ASV,CD DCA 1057,
020_6,20,6,2,2011,London Haydn Quartet,Hyperion,CDA67877,
020_6,20,6,2,1967,Los Angeles String Quartet,Crystal,S103,Also issued as M103
020_6,20,6,2,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_6,20,6,2,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_6,20,6,2,2002,Pražákovo kvarteto,Praga Digitals,PRD 250 169,
020_6,20,6,2,1992,Quatuor Mosaïques,Astrée Auvidis,E 8785,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_6,20,6,2,1992,Salomon String Quartet,Hyperion,CDA66622,
020_6,20,6,2,1952,Schneider Quartet,Haydn Society,HSQ-18,Issue number of 3-disc set: HSQ-F; re-issued as HS-9088 and in 2014 as Music & Arts CD-1281
020_6,20,6,2,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_6,20,6,2,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_6,20,6,2,1992,Wiener Konzerthausquartett,Preiser,90905--90908,
033_1,33,1,4,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_1,33,1,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
033_1,33,1,4,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_1,33,1,4,2008,Auryn-Quartett,Tacet,168,
033_1,33,1,4,1991,Bingham String Quartet,Kingdom,KCLCD 2014,
033_1,33,1,4,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/84
033_1,33,1,4,1995,Coull String Quartet,CRD,CRD 34956,
033_1,33,1,4,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_1,33,1,4,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56
033_1,33,1,4,2020,Doric String Quartet,Chandos,CHAN 20129,
033_1,33,1,4,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_1,33,1,4,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_1,33,1,4,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_1,33,1,4,1994,Kodály Vonósnégyes,Naxos,8.550788,
033_1,33,1,4,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,
033_1,33,1,4,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_1,33,1,4,2013,Leipziger Streichquartett,MDG Gold,MDG 307 1812-2,
033_1,33,1,4,1995,Lindsay String Quartet,ASV,CD DCA 937,
033_1,33,1,4,2013,London Haydn Quartet,Hyperion,CDA67955,
033_1,33,1,4,1992,Maggini Quartet,Simax,PSC 1075,
033_1,33,1,4,1982,Panochkovo kvarteto,Supraphon,11 0634-2 111,
033_1,33,1,4,2009,Párkányí Quartet,Praga Digitals,PRD/DSD 250 261,
033_1,33,1,4,2008,Quartetto di Cremona,Fondazione Antonio Stradivari,[no number],
033_1,33,1,4,2006,Quatuor Ébène,Mirare,MIR013,
033_1,33,1,4,1997,Quatuor Mosaïques,Astrée Auvidis,E 8570,"Also issued as E 8594; re-released in 2000 as E 8801, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
033_1,33,1,4,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_1,33,1,4,1993,Salomon String Quartet,Hyperion,CDA66681,
033_1,33,1,4,1954,Schneider Quartet,Haydn Society,HSQ-19,Issue number of 3-disc set: HSQ-G; re-released as HS-9017--HS-9018 and in 2014 as Music & Arts CD-1281
033_1,33,1,4,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_1,33,1,4,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 691-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
033_2,33,2,2,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_2,33,2,2,1965,Alberni String Quartet,Saga,XID 5271,
033_2,33,2,2,2017,Amadeus String Quartet,Audite,21.426,
033_2,33,2,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
033_2,33,2,2,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_2,33,2,2,2008,Auryn-Quartett,Tacet,168,
033_2,33,2,2,2007,Biava Quartet,Biava Quartet,[no number],
033_2,33,2,2,1991,Bingham String Quartet,Kingdom,KCLCD 2014,
033_2,33,2,2,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/84
033_2,33,2,2,1955,Budapest String Quartet,Columbia,SL-225,
033_2,33,2,2,1995,Coull String Quartet,CRD,CRD 34956,
033_2,33,2,2,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_2,33,2,2,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56
033_2,33,2,2,2020,Doric String Quartet,Chandos,CHAN 20129,
033_2,33,2,2,2014,Edinburgh Quartet,Delphian,34081,
033_2,33,2,2,2001,Emerson String Quartet,Deutsche Grammophon,289 471 327-2 (289 471 328-2--289 471 330-2),Re-released in 2016 as 00289 479 5982
033_2,33,2,2,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_2,33,2,2,1960,Feld String Quartet,University of Redlands,JB-2027--JB-2028,
033_2,33,2,2,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_2,33,2,2,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_2,33,2,2,1964,Janáčkovo kvarteto,London,CS 6385,Also issued as Ace of Diamonds SDD 285; re-released in 1989 as 425 422-2 and in 2002 as Deutsche Grammophon 474 010-2
033_2,33,2,2,1994,Kodály Vonósnégyes,Naxos,8.550788,
033_2,33,2,2,1994,Küchl-Quartett,Österreichische Nationalbank,445 806-2,
033_2,33,2,2,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,
033_2,33,2,2,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_2,33,2,2,1995,Lindsay String Quartet,ASV,CD DCA 937,Re-released in 1998 as CD DCS 236 and in 2003 as Musical Heritage Society 5270415
033_2,33,2,2,2013,London Haydn Quartet,Hyperion,CDA67955,
033_2,33,2,2,1992,Maggini Quartet,Simax,PSC 1075,
033_2,33,2,2,1966,Magyar Vonósnégyes,Turnabout,TV 4062,Also issued as TV 34062S; re-released as Classical Cassette Club CCC-11
033_2,33,2,2,1982,Panochkovo kvarteto,Supraphon,11 0634-2 111,
033_2,33,2,2,1950,Pascal Quartet,Musical Masterpiece Society,MMS 47,
033_2,33,2,2,1970,Philadelphia String Quartet,Olympic,PC-112,Also issued as ASR 1176
033_2,33,2,2,1966,Quartetto italiano,Philips,SAL 3591,"Re-released in 1978 as Festival classique FC 482, in 1980 as Quintessence PMC-7170, in 1990 as 426 097-2"
033_2,33,2,2,1996,Quatuor Mosaïques,Auvidis,E 8569,"Re-released in 1997 as E 8594, in 1999 as AS 128569, in 2000 as E 8801, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
033_2,33,2,2,1939,Quatuor Pro Arte,Victor,M 525,"May be re-release of His Master's Voice D.B.2159--D.B.2165; re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT 99.374, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
033_2,33,2,2,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_2,33,2,2,1993,Salomon String Quartet,Hyperion,CDA66681,
033_2,33,2,2,1954,Schneider Quartet,Haydn Society,HSQ-19,Issue number of 3-disc set: HSQ-G; re-released as HS 9015 and HS-9017--HS-9018 and in 2014 as Music & Arts CD-1281
033_2,33,2,2,1994,Sharon Quartet,Discover International,DIDC 920172,
033_2,33,2,2,2016,Spektral Quartet,Sono Luminus,DSL-92198,
033_2,33,2,2,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Probably recorded in the 1960s; re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_2,33,2,2,1950,Tátrai Vonósnégyes,Telefunken,TW 30222,
033_2,33,2,2,1965,Weller-Quartett,Decca,LXT 6240,
033_2,33,2,2,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 691-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
033_2,33,2,2,2012,Windermere String Quartet,Pipistrelle Music,Pip0112,
033_3,33,3,2,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_3,33,3,2,2003,Alban Berg Quartett,EMI,7243 5 57541 2 7,Re-recorded in 2020 as Parlophone 0190295385170
033_3,33,3,2,1965,Alberni String Quartet,Saga,XID 5271,
033_3,33,3,2,1990,Allegri String Quartet,Naim,naimcd012,
033_3,33,3,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
033_3,33,3,2,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_3,33,3,2,2008,Auryn-Quartett,Tacet,168,
033_3,33,3,2,1976,Benthien-Quartett,Audio Fidelity,FCS 50080,
033_3,33,3,2,1991,Bingham String Quartet,Kingdom,KCLCD 2014,
033_3,33,3,2,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/85
033_3,33,3,2,2013,Cavaleri Quartet,RAS,[no number],
033_3,33,3,2,1995,Coull String Quartet,CRD,CRD 34956,
033_3,33,3,2,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_3,33,3,2,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56; re-released as Classical Cassette Club CCC-11
033_3,33,3,2,2020,Doric String Quartet,Chandos,CHAN 20129,
033_3,33,3,2,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_3,33,3,2,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_3,33,3,2,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_3,33,3,2,1940,Griller String Quartet,Decca,EDA 76,Recorded in 1946; re-released in 1950s as London LA 173 and in 2000 as Dutton CDBP 9702
033_3,33,3,2,2002,Hába-Quartett,Żuk Records,323,
033_3,33,3,2,1995,Henschel Quartett,Mediaphon,MED 72.148,
033_3,33,3,2,1958,Janáčkovo kvarteto,Deutsche Grammophon,LPM 18518,Also issued as LPM 18542; re-released in 2002 as Deutsche Grammophon 474 010-2
033_3,33,3,2,2009,Jerusalem Quartet,Harmonia Mundi,HMX 2962030,Re-released in 2011 as HMC 902030 and HMX 2908627
033_3,33,3,2,1994,Kodály Vonósnégyes,Naxos,8.550789,
033_3,33,3,2,1950,Koppelkvartetten,Columbia,L.X. 1254--L.X. 1255,
033_3,33,3,2,1960,Kvartet imeni Borodina,Melodii︠ a︡,D-06183--D-06184,
033_3,33,3,2,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,Recorded in 2010
033_3,33,3,2,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_3,33,3,2,2013,Leipziger Streichquartett,MDG Gold,MDG 307 1812-2,
033_3,33,3,2,1996,Lindsay String Quartet,ASV,CD DCA 938,Re-released in 1998 as CD DCS 236 and in 2003 as Musical Heritage Society 5270415
033_3,33,3,2,2013,London Haydn Quartet,Hyperion,CDA67955,
033_3,33,3,2,1966,Magyar Vonósnégyes,Turnabout,TV 4062,Also issued as TV 34062S
033_3,33,3,2,1976,Melos Quartett Stuttgart,Intercord,180 802,Re-released in 1988 as INT 820.729 and in 1996 as EMI 7243 5 69116 2 8
033_3,33,3,2,1961,Mozarteum Quartett Salzburg,Peerless,EXP 65,"Re-released(?) in 1965 as Amadeo AVRS 19 055, in 1966 as Musical Heritage Society MHS 662(S), and in 1979 as Oryx EXP 65"
033_3,33,3,2,1982,Panochkovo kvarteto,Supraphon,11 0634-2 111,
033_3,33,3,2,1950,Quartetto italiano,Angel,35297,Recorded in 1956-59; also issued as ANG 35297; re-released in 1998 as Testament SBT 1125; possibly a re-release in 1966: Philips SAL 3591
033_3,33,3,2,1996,Quatuor Mosaïques,Auvidis,E 8569,"Re-released in 1997 as E 8594, in 1999 as AS 128569, in 2000 as E 8801, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
033_3,33,3,2,1932,Quatuor Pro Arte,His Master's Voice,D.B.1628--D.B.1636,"Re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT 99-380, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
033_3,33,3,2,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_3,33,3,2,1927,Roth Quartet,Edison,47006-47007,Possibly re-released as Columbia 257
033_3,33,3,2,1936,Roth Quartet,Columbia,257,Also listed as M 257 and MM 257
033_3,33,3,2,1993,Salomon String Quartet,Hyperion,CDA66681,
033_3,33,3,2,1954,Schneider Quartet,Haydn Society,HSQ-20,Issue number of 3-disc set: HSQ-G; re-released as HS-9017--HS-9018 and in 2014 as Music & Arts CD-1281
033_3,33,3,2,1967,Smetanovo kvarteto,His Master's Voice,ASD 2644,Also issued as 1E 063 29 203; re-released in 1981 as Denon OX-7212-ND and in 1998 as Testament SBT 1118
033_3,33,3,2,1986,Smetanovo kvarteto,Denon,33CO--1129,Recorded in 1980
033_3,33,3,2,1997,Smetanovo kvarteto,Ermitage,ERM 204-2,Recorded in 1982; re-released in 1999 as Aura AUR 196-2
033_3,33,3,2,2017,Takács Quartet,Decca,483 1317 (483 1318--483 1324),Recorded between 2001 and 2004
033_3,33,3,2,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_3,33,3,2,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 691-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
033_3,33,3,2,1992,Wiener Konzerthausquartett,Preiser,90909--90912,
033_4,33,4,4,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_4,33,4,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
033_4,33,4,4,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_4,33,4,4,2008,Auryn-Quartett,Tacet,168,
033_4,33,4,4,1991,Bingham String Quartet,Kingdom,KCLCD 2015,
033_4,33,4,4,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/85
033_4,33,4,4,1995,Coull String Quartet,CRD,CRD 34956,
033_4,33,4,4,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_4,33,4,4,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56
033_4,33,4,4,2020,Doric String Quartet,Chandos,CHAN 20129,
033_4,33,4,4,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_4,33,4,4,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_4,33,4,4,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_4,33,4,4,1994,Kodály Vonósnégyes,Naxos,8.550789,
033_4,33,4,4,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,
033_4,33,4,4,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_4,33,4,4,1989,Lindsay String Quartet,ASV,CD DCA 674,Recorded in 1987; also issued as Musical Heritage Society MHS 512829K; re-released in 1995 as ASV CD QD 6146 and in 2007 as Sanctuary RSB 407
033_4,33,4,4,1995,Lindsay String Quartet,ASV,CD DCA 937,Recorded in 1994
033_4,33,4,4,2013,London Haydn Quartet,Hyperion,CDA67955,
033_4,33,4,4,1982,Panochkovo kvarteto,Supraphon,11 0634-2 111,
033_4,33,4,4,2009,Párkányí Quartet,Praga Digitals,PRD/DSD 250 261,
033_4,33,4,4,1997,Quatuor Mosaïques,Astrée Auvidis,E 8570,"Also issued as E 8594; re-released in 2000 as E 8801, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
033_4,33,4,4,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_4,33,4,4,1993,Salomon String Quartet,Hyperion,CDA66682,
033_4,33,4,4,1954,Schneider Quartet,Haydn Society,HSQ-20,"Issue number of 3-disc set: HSQ-G; re-released as HS-9017--HS-9018, as HS 9021 and in 2014 as Music & Arts CD-1281"
033_4,33,4,4,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_4,33,4,4,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 692-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
033_5,33,5,4,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_5,33,5,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
033_5,33,5,4,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_5,33,5,4,2008,Auryn-Quartett,Tacet,168,
033_5,33,5,4,1991,Bingham String Quartet,Kingdom,KCLCD 2015,
033_5,33,5,4,1983,Buchberger Quartett,Colosseum,Col 0644,Recorded in 1983
033_5,33,5,4,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/84
033_5,33,5,4,1995,Coull String Quartet,CRD,CRD 34956,
033_5,33,5,4,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_5,33,5,4,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56
033_5,33,5,4,2020,Doric String Quartet,Chandos,CHAN 20129,
033_5,33,5,4,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_5,33,5,4,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_5,33,5,4,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_5,33,5,4,2016,Goldmund Quartet,Naxos,8.573701,
033_5,33,5,4,1994,Kodály Vonósnégyes,Naxos,8.550788,
033_5,33,5,4,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,
033_5,33,5,4,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_5,33,5,4,2013,Leipziger Streichquartett,MDG Gold,MDG 307 1812-2,
033_5,33,5,4,1996,Lindsay String Quartet,ASV,CD DCA 938,
033_5,33,5,4,2013,London Haydn Quartet,Hyperion,CDA67955,
033_5,33,5,4,1992,Maggini Quartet,Simax,PSC 1075,
033_5,33,5,4,1977,Philadelphia String Quartet,Olympic,1001,
033_5,33,5,4,1996,Quatuor Mosaïques,Auvidis,E 8569,"Re-released in 1997 as E 8594, in 1999 as AS 128569, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
033_5,33,5,4,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_5,33,5,4,1993,Salomon String Quartet,Hyperion,CDA66682,
033_5,33,5,4,1954,Schneider Quartet,Haydn Society,HSQ-21,"Issue number of 3-disc set: HSQ-G; re-released as HS-9017--HS-9018, as HS 9021 and in 2014 as Music & Arts CD-1281"
033_5,33,5,4,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_5,33,5,4,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 692-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
033_6,33,6,2,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
033_6,33,6,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
033_6,33,6,2,1993,Apponyi Quartett,Ars Musici,AM 1083-2,Re-released in 2009 as 232160
033_6,33,6,2,2008,Auryn-Quartett,Tacet,168,
033_6,33,6,2,1991,Bingham String Quartet,Kingdom,KCLCD 2015,
033_6,33,6,2,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05; re-released in 2008 as 93782/85
033_6,33,6,2,1995,Coull String Quartet,CRD,CRD 34956,
033_6,33,6,2,2009,Cuarteto Casals,Harmonia Mundi,HMX 2962022--HMX 2962023,Re-released in 2014 as HMG 502022.23
033_6,33,6,2,1964,Dékany Quartet,Vox,SVBX 556,Also issued as VBX 56
033_6,33,6,2,2020,Doric String Quartet,Chandos,CHAN 20129,
033_6,33,6,2,2012,Eybler Quartet,Analekta,AN 2 9842-3,
033_6,33,6,2,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
033_6,33,6,2,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
033_6,33,6,2,1994,Kodály Vonósnégyes,Naxos,8.550789,
033_6,33,6,2,2011,Kvartet imeni Borodina,Onyx,ONYX 4069,
033_6,33,6,2,1984,Kvartet imeni Shostakovicha,Melodii︠ a︡,"S10 20669 006, S10 20667 001",
033_6,33,6,2,1996,Lindsay String Quartet,ASV,CD DCA 938,
033_6,33,6,2,2013,London Haydn Quartet,Hyperion,CDA67955,
033_6,33,6,2,2009,Párkányí Quartet,Praga Digitals,PRD/DSD 250 261,
033_6,33,6,2,1997,Quatuor Mosaïques,Astrée Auvidis,E 8570,Also issued as E 8594; re-released in 2000 as E 8801m in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357
033_6,33,6,2,1933,Quatuor Pro Arte,His Master's Voice,D.B.1927--D.B.1933,"Re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT 99.374, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
033_6,33,6,2,2006,Quatuor Terpsycordes,Claves,CD 50-2608,
033_6,33,6,2,1993,Salomon String Quartet,Hyperion,CDA66682,
033_6,33,6,2,1954,Schneider Quartet,Haydn Society,HSQ-21,"Issue number of 3-disc set: HSQ-G; re-released as HS-9017--HS-9018, as HS 9021 and in 2014 as Music & Arts CD-1281"
033_6,33,6,2,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11332--SLPX 11334,Re-released in 1978 as Hungaroton SLPX 11887--SLPX 11889 and in 1987 as HCD 11887--HCD 11888
033_6,33,6,2,1965,Weller-Quartett,London,CSA 2214 (CS 6448--CS  6449),"Also issued on Decca, Ace of Diamonds, World Record Club; re-released in 1992 as 433 692-2 and in 2005 as Decca 475 6796 (475 6797--475 6804)"
042,42,,3,1976,Aeolian Quartet,London,STS 15453-STS 15458,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
042,42,,3,2009,AleaEnsemble,Stradivarius,STR 33849,
042,42,,3,1966,Allegri String Quartet,Westminster,WST-17111,Also issued as XWN-19111; re-released in 1969 as Music Guild MS 852
042,42,,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
042,42,,3,2011,Auryn-Quartett,Tacet,191,
042,42,,3,1983,Buchberger Quartett,Colosseum,Col 0644,Recorded in 1983
042,42,,3,2006,Buchberger Quartett,Brilliant Classics,93066,Recorded in 2004-05
042,42,,3,1964,Dékany Quartet,Vox,SVBX 559,Also issued as VBX 59
042,42,,3,1986,English String Quartet,Meridian,ECD 84117,
042,42,,3,1991,Festetics Vonósnégyes,Quintana,QUI 903002--QUI 903003,Recorded in 1990-91; re-released in 1995 as Harmonia Mundi HMA 1903002--HMA 1903003
042,42,,3,2009,Festetics Vonósnégyes,Arcana,A 414,Recorded in 2006; re-released in 2014 as Arcana A 378
042,42,,3,1993,Kodály Vonósnégyes,Naxos,8.550732,
042,42,,3,2014,Leipziger Streichquartett,MDG,MDG 307 1860-2,
042,42,,3,1988,Lindsay String Quartet,ASV,CD DCA 637,"Recorded in 1987; re-released in 1990 on Musical Heritage Society MHS 512522W, in 1995 as ASV CD QS 6145 and in 2007 as Sanctuary RSB 407"
042,42,,3,2006,Lindsay String Quartet,ASV Gold,GLD 4010,Recorded in 2004
042,42,,3,2006,Rubin Quartett,Arte Nova,ANO 900690,
